participantId,device,datasetId,isTrue,answerId,focusTime
22,Comp,1,True,3,5.966551780700684
22,Comp,1,True,4,6.516541957855225
22,Comp,1,True,5,5.549908638000488
22,Comp,1,True,6,7.549866199493408
22,Comp,1,True,7,0.0
22,Comp,1,False,1,4.533234596252441
22,Comp,1,False,2,0.0
22,Comp,1,False,3,4.26657772064209
22,Comp,1,False,4,10.516489028930664
22,Comp,1,False,5,5.066593647003174
22,Comp,1,False,6,4.43325138092041
22,Comp,1,False,7,4.516589641571045
22,Comp,2,True,1,7.166557788848877
22,Comp,2,True,2,7.416529655456543
22,Comp,2,True,3,3.6499595642089844
22,Comp,2,True,4,4.61658239364624
22,Comp,2,True,5,8.749860763549805
22,Comp,2,True,6,0.0
22,Comp,2,True,7,0.0
22,Comp,2,False,1,14.083121299743652
22,Comp,2,False,2,1.966627597808838
22,Comp,2,False,3,4.749917984008789
22,Comp,2,False,4,5.433221817016602
22,Comp,2,False,5,11.24984359741211
22,Comp,2,False,6,0.0
22,Comp,2,False,7,3.533273935317993
2,Comp,2,True,1,4.466592311859131
2,Comp,2,True,2,3.016603469848633
2,Comp,2,True,3,4.966577053070068
2,Comp,2,True,4,2.46663761138916
2,Comp,2,True,5,8.316575050354004
2,Comp,2,True,6,1.4999747276306152
2,Comp,2,True,7,2.049945831298828
2,Comp,2,False,1,7.366525650024414
2,Comp,2,False,2,1.3832935094833374
2,Comp,2,False,3,2.549969434738159
2,Comp,2,False,4,5.2332282066345215
2,Comp,2,False,5,2.466606378555298
2,Comp,2,False,6,3.8665771484375
2,Comp,2,False,7,2.4333152770996094
5,Comp,2,True,1,0.0
5,Comp,2,True,2,0.0
5,Comp,2,True,3,0.0
5,Comp,2,True,4,0.0
5,Comp,2,True,5,0.0
5,Comp,2,True,6,0.0
5,Comp,2,True,7,0.0
5,Comp,2,False,1,0.0
5,Comp,2,False,2,0.0
5,Comp,2,False,3,0.0
5,Comp,2,False,4,0.0
5,Comp,2,False,5,0.0
5,Comp,2,False,6,0.0
5,Comp,2,False,7,0.0
1,Comp,1,True,1,7.416537761688232
1,Comp,1,True,2,10.949835777282715
1,Comp,1,True,3,0.0
1,Comp,1,True,4,0.0
1,Comp,1,True,5,6.299908638000488
1,Comp,1,True,6,4.583266258239746
1,Comp,1,True,7,7.799887180328369
1,Comp,1,False,1,4.199929237365723
1,Comp,1,False,2,0.0
1,Comp,1,False,3,17.849693298339844
1,Comp,1,False,4,11.06650447845459
1,Comp,1,False,5,0.0
1,Comp,1,False,6,3.9166035652160645
1,Comp,1,False,7,4.416579246520996
1,Comp,2,True,1,7.066580295562744
1,Comp,2,True,2,4.133244514465332
1,Comp,2,True,3,5.716555118560791
1,Comp,2,True,4,1.6832857131958008
1,Comp,2,True,5,3.7999045848846436
1,Comp,2,True,6,5.73323917388916
1,Comp,2,True,7,2.599966526031494
1,Comp,2,False,1,0.0
1,Comp,2,False,2,0.0
1,Comp,2,False,3,0.0
1,Comp,2,False,4,11.7831449508667
1,Comp,2,False,5,4.549903392791748
1,Comp,2,False,6,6.033246994018555
1,Comp,2,False,7,4.783233642578125
9,Comp,1,True,1,8.733208656311035
9,Comp,1,True,2,15.799768447875977
9,Comp,1,True,3,0.0
9,Comp,1,True,4,18.183012008666992
9,Comp,1,True,5,23.232851028442383
9,Comp,1,True,6,26.916027069091797
9,Comp,1,True,7,20.59961700439453
9,Comp,1,False,1,5.116569519042969
9,Comp,1,False,2,16.58308982849121
9,Comp,1,False,3,7.133217811584473
9,Comp,1,False,4,25.866073608398438
9,Comp,1,False,5,28.565996170043945
9,Comp,1,False,6,8.216529846191406
9,Comp,1,False,7,19.36631202697754
9,Comp,2,True,1,17.14972686767578
9,Comp,2,True,2,12.833147048950195
9,Comp,2,True,3,38.665916442871094
9,Comp,2,True,4,14.88312816619873
9,Comp,2,True,5,10.733160972595215
9,Comp,2,True,6,14.649778366088867
9,Comp,2,True,7,12.983136177062988
9,Comp,2,False,1,11.633182525634766
9,Comp,2,False,2,12.433151245117188
9,Comp,2,False,3,4.966584205627441
9,Comp,2,False,4,7.9165496826171875
9,Comp,2,False,5,25.299409866333008
9,Comp,2,False,6,4.16658878326416
9,Comp,2,False,7,12.233172416687012
14,Comp,1,True,1,0.0
14,Comp,1,True,2,0.0
14,Comp,1,True,3,0.0
14,Comp,1,True,4,0.0
14,Comp,1,True,5,0.0
14,Comp,1,True,6,0.0
14,Comp,1,True,7,0.0
14,Comp,1,False,1,0.0
14,Comp,1,False,2,0.0
14,Comp,1,False,3,0.0
14,Comp,1,False,4,0.0
14,Comp,1,False,5,1.9333173036575317
14,Comp,1,False,6,0.0
14,Comp,1,False,7,0.0
14,Comp,2,True,1,0.0
14,Comp,2,True,2,0.0
14,Comp,2,True,3,0.0
14,Comp,2,True,4,0.0
14,Comp,2,True,5,0.0
14,Comp,2,True,6,0.0
14,Comp,2,True,7,0.0
14,Comp,2,False,1,0.0
14,Comp,2,False,2,0.0
14,Comp,2,False,3,0.0
14,Comp,2,False,4,0.0
14,Comp,2,False,5,0.0
14,Comp,2,False,6,0.0
14,Comp,2,False,7,0.0
6,Comp,2,True,1,6.949893951416016
6,Comp,2,True,2,0.0
6,Comp,2,True,3,15.483121871948242
6,Comp,2,True,4,11.299810409545898
6,Comp,2,True,5,0.0
6,Comp,2,True,6,14.016448974609375
6,Comp,2,True,7,0.0
6,Comp,2,False,1,0.0
6,Comp,2,False,2,0.0
6,Comp,2,False,3,17.93303871154785
6,Comp,2,False,4,9.899839401245117
6,Comp,2,False,5,21.78285026550293
6,Comp,2,False,6,20.43290138244629
6,Comp,2,False,7,0.0
6,Comp,1,True,1,7.1332244873046875
6,Comp,1,True,2,6.699916839599609
6,Comp,1,True,3,7.2498884201049805
6,Comp,1,True,4,10.333185195922852
6,Comp,1,True,5,5.083258628845215
6,Comp,1,True,6,9.516531944274902
6,Comp,1,True,7,7.233206748962402
6,Comp,1,False,1,12.133161544799805
6,Comp,1,False,2,0.0
6,Comp,1,False,3,0.0
6,Comp,1,False,4,14.249775886535645
6,Comp,1,False,5,11.5498046875
6,Comp,1,False,6,0.0
6,Comp,1,False,7,8.949853897094727
11,Comp,2,True,1,5.249914646148682
11,Comp,2,True,2,6.666579246520996
11,Comp,2,True,3,10.083148956298828
11,Comp,2,True,4,7.949887275695801
11,Comp,2,True,5,8.46651554107666
11,Comp,2,True,6,24.016170501708984
11,Comp,2,True,7,6.333245277404785
11,Comp,2,False,1,10.066478729248047
11,Comp,2,False,2,7.716524600982666
11,Comp,2,False,3,5.333218097686768
11,Comp,2,False,4,7.299903392791748
11,Comp,2,False,5,13.93311882019043
11,Comp,2,False,6,6.899885654449463
11,Comp,2,False,7,14.983152389526367
17,Comp,1,True,1,7.183218479156494
17,Comp,1,True,2,0.0
17,Comp,1,True,3,3.1332814693450928
17,Comp,1,True,4,0.0
17,Comp,1,True,5,0.0
17,Comp,1,True,6,0.0
17,Comp,1,True,7,0.5833336710929871
17,Comp,1,False,1,7.783206462860107
17,Comp,1,False,2,0.0
17,Comp,1,False,3,0.0
17,Comp,1,False,4,5.149904727935791
17,Comp,1,False,5,0.0
17,Comp,1,False,6,2.983264923095703
17,Comp,1,False,7,12.633147239685059
5,Comp,1,True,1,0.0
5,Comp,1,True,2,0.0
5,Comp,1,True,3,0.0
5,Comp,1,True,4,0.0
5,Comp,1,True,5,0.0
5,Comp,1,True,6,0.0
5,Comp,1,True,7,0.0
5,Comp,1,False,1,0.0
5,Comp,1,False,2,0.0
5,Comp,1,False,3,0.0
5,Comp,1,False,4,0.0
5,Comp,1,False,5,0.0
5,Comp,1,False,6,0.0
5,Comp,1,False,7,0.0
4,Comp,2,True,1,0.0
4,Comp,2,True,2,10.099843978881836
4,Comp,2,True,3,17.133047103881836
4,Comp,2,True,4,48.415977478027344
4,Comp,2,True,5,3.8165974617004395
4,Comp,2,True,6,11.366521835327148
4,Comp,2,True,7,46.91603088378906
4,Comp,2,False,1,0.0
4,Comp,2,False,2,14.849759101867676
4,Comp,2,False,3,9.299847602844238
4,Comp,2,False,4,15.683115005493164
4,Comp,2,False,5,29.88260841369629
4,Comp,2,False,6,22.016218185424805
4,Comp,2,False,7,13.86646556854248
17,Comp,2,True,1,0.0
17,Comp,2,True,2,8.433205604553223
17,Comp,2,True,3,0.0
17,Comp,2,True,4,0.0
17,Comp,2,True,5,2.6499364376068115
17,Comp,2,True,6,0.0
17,Comp,2,True,7,1.9999457597732544
17,Comp,2,False,1,1.8999639749526978
17,Comp,2,False,2,2.6499674320220947
17,Comp,2,False,3,3.183279514312744
17,Comp,2,False,4,4.666597366333008
17,Comp,2,False,5,5.266566276550293
17,Comp,2,False,6,3.3999500274658203
17,Comp,2,False,7,0.0
20,Comp,1,True,1,9.983168601989746
20,Comp,1,True,2,7.0332231521606445
20,Comp,1,True,3,0.8833198547363281
20,Comp,1,True,4,0.0
20,Comp,1,True,5,6.016555309295654
20,Comp,1,True,6,0.0
20,Comp,1,True,7,4.733242988586426
20,Comp,1,False,1,0.8833194375038147
20,Comp,1,False,2,2.383310317993164
20,Comp,1,False,3,0.0
20,Comp,1,False,4,4.4999260902404785
20,Comp,1,False,5,5.949909687042236
20,Comp,1,False,6,0.0
20,Comp,1,False,7,0.0
20,Comp,2,True,1,8.766546249389648
20,Comp,2,True,2,0.0
20,Comp,2,True,3,4.283275127410889
20,Comp,2,True,4,5.249921798706055
20,Comp,2,True,5,6.93318510055542
20,Comp,2,True,6,0.0
20,Comp,2,True,7,8.616549491882324
20,Comp,2,False,1,11.283154487609863
20,Comp,2,False,2,0.0
20,Comp,2,False,3,0.0
20,Comp,2,False,4,16.9163761138916
20,Comp,2,False,5,12.583150863647461
20,Comp,2,False,6,5.716577529907227
20,Comp,2,False,7,12.749796867370605
21,Comp,2,True,1,6.06654691696167
21,Comp,2,True,2,5.283247470855713
21,Comp,2,True,3,6.633229732513428
21,Comp,2,True,4,3.916595458984375
21,Comp,2,True,5,12.383159637451172
21,Comp,2,True,6,6.199899196624756
21,Comp,2,True,7,14.983124732971191
21,Comp,2,False,1,9.383177757263184
21,Comp,2,False,2,16.199766159057617
21,Comp,2,False,3,8.466536521911621
21,Comp,2,False,4,1.5999841690063477
21,Comp,2,False,5,8.699906349182129
21,Comp,2,False,6,6.833230972290039
21,Comp,2,False,7,4.799895763397217
21,Comp,1,True,1,18.08300018310547
21,Comp,1,True,2,0.0
21,Comp,1,True,3,4.749897480010986
21,Comp,1,True,4,8.366531372070312
21,Comp,1,True,5,3.3332934379577637
21,Comp,1,True,6,5.816580295562744
21,Comp,1,True,7,5.199916362762451
21,Comp,1,False,1,0.0
21,Comp,1,False,2,0.0
21,Comp,1,False,3,3.866610050201416
21,Comp,1,False,4,0.0
21,Comp,1,False,5,0.0
21,Comp,1,False,6,4.899916648864746
21,Comp,1,False,7,6.4332404136657715
25,Comp,1,True,1,4.4332804679870605
25,Comp,1,True,2,5.199902534484863
25,Comp,1,True,3,12.016521453857422
25,Comp,1,True,4,0.0
25,Comp,1,True,5,11.749846458435059
25,Comp,1,True,6,11.066499710083008
25,Comp,1,True,7,9.316518783569336
25,Comp,1,False,1,9.549859046936035
25,Comp,1,False,2,12.04982852935791
25,Comp,1,False,3,10.216533660888672
25,Comp,1,False,4,0.0
25,Comp,1,False,5,7.533236026763916
25,Comp,1,False,6,4.599907875061035
25,Comp,1,False,7,5.699886798858643
25,Comp,2,True,1,11.649797439575195
25,Comp,2,True,2,4.049923896789551
25,Comp,2,True,3,14.149805068969727
25,Comp,2,True,4,8.949874877929688
25,Comp,2,True,5,5.883231163024902
25,Comp,2,True,6,0.0
25,Comp,2,True,7,9.08321475982666
25,Comp,2,False,1,4.41658878326416
25,Comp,2,False,2,8.366534233093262
25,Comp,2,False,3,12.549821853637695
25,Comp,2,False,4,6.6165690422058105
25,Comp,2,False,5,8.816529273986816
25,Comp,2,False,6,0.0
25,Comp,2,False,7,13.266483306884766
24,Comp,2,True,1,0.0
24,Comp,2,True,2,0.0
24,Comp,2,True,3,0.0
24,Comp,2,True,4,0.0
24,Comp,2,True,5,0.0
24,Comp,2,True,6,0.0
24,Comp,2,True,7,0.0
24,Comp,2,False,1,0.0
24,Comp,2,False,2,0.0
24,Comp,2,False,3,0.0
24,Comp,2,False,4,0.0
24,Comp,2,False,5,0.0
24,Comp,2,False,6,0.0
24,Comp,2,False,7,0.0
24,Comp,1,True,1,0.0
24,Comp,1,True,2,0.0
24,Comp,1,True,3,0.0
24,Comp,1,True,4,0.0
24,Comp,1,True,5,0.0
24,Comp,1,True,6,0.0
24,Comp,1,True,7,0.0
24,Comp,1,False,1,0.0
24,Comp,1,False,2,0.0
24,Comp,1,False,3,0.0
24,Comp,1,False,4,0.0
24,Comp,1,False,5,0.0
24,Comp,1,False,6,0.0
24,Comp,1,False,7,0.0
15,Comp,2,True,1,9.599823951721191
15,Comp,2,True,2,6.049922943115234
15,Comp,2,True,3,5.76657247543335
15,Comp,2,True,4,3.649949789047241
15,Comp,2,True,5,6.249919891357422
15,Comp,2,True,6,12.69980525970459
15,Comp,2,True,7,5.983225345611572
15,Comp,2,False,1,7.44988489151001
15,Comp,2,False,2,4.183297634124756
15,Comp,2,False,3,5.949910640716553
15,Comp,2,False,4,6.249884605407715
15,Comp,2,False,5,2.883270740509033
15,Comp,2,False,6,11.216485977172852
15,Comp,2,False,7,3.566615581512451
15,Comp,1,True,1,2.816633701324463
15,Comp,1,True,2,13.049832344055176
15,Comp,1,True,3,4.716587066650391
15,Comp,1,True,4,3.3499252796173096
15,Comp,1,True,5,8.08320426940918
15,Comp,1,True,6,8.099898338317871
15,Comp,1,True,7,5.783221244812012
15,Comp,1,False,1,2.533271312713623
15,Comp,1,False,2,3.3832685947418213
15,Comp,1,False,3,2.383288860321045
15,Comp,1,False,4,5.2332444190979
15,Comp,1,False,5,3.4332737922668457
15,Comp,1,False,6,2.7166213989257812
15,Comp,1,False,7,6.7832207679748535
16,Comp,1,True,1,10.270936965942383
16,Comp,1,True,2,8.087177276611328
16,Comp,1,True,3,11.80395221710205
16,Comp,1,True,4,5.899877071380615
16,Comp,1,True,5,3.2999141216278076
16,Comp,1,True,6,24.586891174316406
16,Comp,1,True,7,8.433107376098633
16,Comp,1,False,1,8.733409881591797
16,Comp,1,False,2,0.0
16,Comp,1,False,3,2.849914789199829
16,Comp,1,False,4,4.820739269256592
16,Comp,1,False,5,5.225262641906738
16,Comp,1,False,6,4.22075891494751
16,Comp,1,False,7,11.032899856567383
16,Comp,2,True,1,28.474151611328125
16,Comp,2,True,2,16.087566375732422
16,Comp,2,True,3,11.016523361206055
16,Comp,2,True,4,14.94947338104248
16,Comp,2,True,5,4.3545241355896
16,Comp,2,True,6,0.0
16,Comp,2,True,7,10.641312599182129
16,Comp,2,False,1,0.0
16,Comp,2,False,2,4.916906356811523
16,Comp,2,False,3,9.770886421203613
16,Comp,2,False,4,9.416309356689453
16,Comp,2,False,5,11.249846458435059
16,Comp,2,False,6,10.433542251586914
16,Comp,2,False,7,10.632415771484375
13,Comp,2,True,1,3.5706422328948975
13,Comp,2,True,2,4.670458793640137
13,Comp,2,True,3,2.266789197921753
13,Comp,2,True,4,5.287611961364746
13,Comp,2,True,5,8.899560928344727
13,Comp,2,True,6,7.187499046325684
13,Comp,2,True,7,4.132722854614258
13,Comp,2,False,1,6.6458048820495605
13,Comp,2,False,2,7.183230400085449
13,Comp,2,False,3,9.400104522705078
13,Comp,2,False,4,5.749926567077637
13,Comp,2,False,5,3.2873871326446533
13,Comp,2,False,6,15.450157165527344
13,Comp,2,False,7,8.187399864196777
